"Date_D","Avg_Day_PM2.5","Avg_Day_DEWP","Avg_Day_TEMP","Avg_Day_PRES","Max_Day_LWS","Max_Day_LS","Max_Day_LR","Max_Day_CBWD","Year","Month","Day"
2010-04-16,211,2.75,8.58333333333333,1018.16666666667,52.29,0,0,"SE",2010,4,16
2010-04-21,39.5833333333333,2.20833333333333,12.0416666666667,1022.20833333333,50.95,0,2,"NW",2010,4,21
2010-04-26,13.375,-5.45833333333333,8.875,1013.54166666667,61.25,0,1,"NW",2010,4,26
2010-05-01,69.375,-0.0833333333333333,20.8333333333333,1006.08333333333,62.57,0,0,"SE",2010,5,1
2010-05-06,18.9583333333333,0.25,20.625,1006,153.77,0,0,"NW",2010,5,6
2010-05-11,16.0416666666667,2,17.9583333333333,1014.70833333333,186.4,0,0,"NW",2010,5,11
2010-05-16,109.958333333333,12.375,18.7083333333333,1014,98.8,0,8,"SE",2010,5,16
2010-05-21,108.208333333333,10.875,23.375,1007.08333333333,57.22,0,0,"SE",2010,5,21
2010-05-26,81.9166666666667,11,25.1666666666667,1012.83333333333,64.38,0,0,"SE",2010,5,26
2010-05-31,84.4166666666667,13.2916666666667,21.8333333333333,1014.66666666667,17.89,0,1,"SE",2010,5,31
2010-06-05,NA,12.3333333333333,23.7083333333333,1012.04166666667,37.09,0,0,"SE",2010,6,5
2010-06-10,49.875,14.625,21.125,1013.33333333333,29.06,0,5,"NW",2010,6,10
2010-06-15,146.375,18.7916666666667,26.6666666666667,1001.04166666667,34.87,0,1,"SE",2010,6,15
2010-06-20,81.1363636363636,16.0416666666667,27.9166666666667,1006.91666666667,36.22,0,0,"SE",2010,6,20
2010-06-25,163.416666666667,15.7083333333333,25.9166666666667,1008,29.06,0,0,"SE",2010,6,25
2010-06-30,177.5,20.0416666666667,26.25,1002.66666666667,21.02,0,0,"SE",2010,6,30
2010-07-05,48.0833333333333,12.2916666666667,32.375,999.625,41.59,0,0,"NW",2010,7,5
2010-07-10,80.875,19.7916666666667,21.6666666666667,1005.54166666667,29.52,0,14,"SE",2010,7,10
2010-07-15,195.916666666667,21.8333333333333,24.0833333333333,1006.33333333333,12.97,0,3,"SE",2010,7,15
2010-07-20,43.1666666666667,19.8333333333333,25.9583333333333,1003.45833333333,33.52,0,5,"SE",2010,7,20
2010-07-25,164.208333333333,23.3333333333333,30.0416666666667,1009.66666666667,52.3,0,0,"SE",2010,7,25
2010-07-30,214.916666666667,25.25,27.875,998.833333333333,25.03,0,2,"SE",2010,7,30
2010-08-04,120.083333333333,21.375,24.5416666666667,1003,47.83,0,3,"NW",2010,8,4
2010-08-09,238.166666666667,22.4166666666667,27.2916666666667,1003.875,21.02,0,0,"SE",2010,8,9
2010-08-14,NA,13.4166666666667,29.375,999.416666666667,90.75,0,0,"NW",2010,8,14
2010-08-19,110.166666666667,21.3333333333333,24.625,1011.83333333333,27.73,0,14,"NW",2010,8,19
2010-08-24,132.375,19.4166666666667,24.3333333333333,1013.625,51.41,0,0,"SE",2010,8,24
2010-08-29,114.833333333333,18.9583333333333,25.7083333333333,1007.5,32.19,0,0,"SE",2010,8,29
2010-09-03,110.916666666667,19.0833333333333,23,1013.58333333333,26.82,0,5,"NW",2010,9,3
2010-09-08,96.5416666666667,14.0833333333333,21.9583333333333,1014.79166666667,19.23,0,0,"SE",2010,9,8
2010-09-13,156.583333333333,16.4583333333333,25.2916666666667,1011.58333333333,23.68,0,0,"SE",2010,9,13
2010-09-18,23.2916666666667,12.7083333333333,15.0833333333333,1014.70833333333,14.76,0,36,"NE",2010,9,18
2010-09-23,NA,7.75,16.625,1018.625,31.29,0,0,"SE",2010,9,23
2010-09-28,NA,-0.166666666666667,13.4166666666667,1024.91666666667,132.8,0,0,"NW",2010,9,28
2010-10-03,10,2.375,17.75,1016.04166666667,278.5,0,0,"NW",2010,10,3
2010-10-08,368.291666666667,12.875,16.0833333333333,1014.91666666667,12.97,0,0,"SE",2010,10,8
2010-10-13,116.25,8.58333333333333,14.0416666666667,1016.75,19.22,0,0,"SE",2010,10,13
2010-10-18,67.75,3.375,7.20833333333333,1026.95833333333,26.38,0,10,"NW",2010,10,18
2010-10-23,216.625,11.375,13.0833333333333,1018.625,8.5,0,4,"NW",2010,10,23
2010-10-28,77.2916666666667,-0.708333333333333,8.375,1027.95833333333,21.45,0,0,"SE",2010,10,28
2010-11-02,NA,-6.75,6.58333333333333,1028.33333333333,26.37,0,0,"SE",2010,11,2
2010-11-07,69.375,-2,10.0833333333333,1017.625,144.84,0,0,"NW",2010,11,7
2010-11-12,66.0416666666667,-7.58333333333333,1.125,1017.89583333333,160.46,0,0,"NW",2010,11,12
2010-11-17,320.166666666667,-3,1.70833333333333,1022.625,306.83,0,0,"NW",2010,11,17
2010-11-22,69.7727272727273,-10.1666666666667,1.875,1021.125,17.44,0,0,"NW",2010,11,22
2010-11-27,27.6666666666667,-19.7916666666667,1.375,1022.875,166.3,0,0,"NW",2010,11,27
2010-12-02,83.5,-12.625,2.41666666666667,1019.125,173.89,0,0,"NW",2010,12,2
2010-12-07,57,-16,2.58333333333333,1017.04166666667,40.68,0,0,"SE",2010,12,7
2010-12-12,115.458333333333,-10.3333333333333,-2.04166666666667,1017.79166666667,33.52,0,0,"NW",2010,12,12
2010-12-17,108.333333333333,-16.7083333333333,-0.541666666666667,1013.04166666667,26.81,0,0,"SE",2010,12,17
2010-12-22,145.125,-13.6666666666667,0.958333333333333,1018.58333333333,73.77,0,0,"NW",2010,12,22
2010-12-27,79.7083333333333,-16.5833333333333,-2.75,1010.95833333333,107.73,0,0,"NW",2010,12,27
2011-01-01,NA,-19.125,-6.70833333333333,1034.75,585.6,0,0,"NW",2011,1,1
2011-01-06,15.875,-19.2083333333333,-5.04166666666667,1038.08333333333,429.57,0,0,"NW",2011,1,6
2011-01-11,27,-20.5833333333333,-4.04166666666667,1023.04166666667,106.85,0,0,"NW",2011,1,11
2011-01-16,36.0833333333333,-21.75,-8.125,1036.54166666667,9.39,0,0,"NW",2011,1,16
2011-01-21,71.6666666666667,-20.125,-5,1028.16666666667,25.03,0,0,"NW",2011,1,21
2011-01-26,67.5416666666667,-19.625,-7.20833333333333,1038.91666666667,25.95,0,0,"NW",2011,1,26
2011-01-31,28.6666666666667,-19.125,0.166666666666667,1028.08333333333,77.77,0,0,"NW",2011,1,31
2011-02-05,113.25,-9.75,-3.16666666666667,1018.66666666667,25.92,0,0,"SE",2011,2,5
2011-02-10,65,-4.75,-3.70833333333333,1027.54166666667,88.08,20,0,"SE",2011,2,10
2011-02-15,202.208333333333,-10.75,-5.83333333333333,1027.20833333333,6.25,0,0,"NE",2011,2,15
2011-02-20,349.458333333333,-5.79166666666667,0.916666666666667,1026.5,8.05,0,0,"SE",2011,2,20
2011-02-25,70.9166666666667,-8.375,1.125,1031.16666666667,36.21,0,0,"SE",2011,2,25
2011-03-02,25.5,-15.7916666666667,1.66666666666667,1025.45833333333,124.72,0,0,"NW",2011,3,2
2011-03-07,19.3333333333333,-14.875,5.875,1023.5,122.04,0,0,"NW",2011,3,7
2011-03-12,275.541666666667,-3.54166666666667,8.08333333333333,1008.95833333333,16.54,0,0,"SE",2011,3,12
2011-03-17,112.952380952381,-8.20833333333333,6.875,1017.79166666667,19.21,0,0,"SE",2011,3,17
2011-03-22,17.4166666666667,-20.6666666666667,5.5,1028.04166666667,189.97,0,0,"NW",2011,3,22
2011-03-27,22.7083333333333,-13.8333333333333,11.625,1024.04166666667,117.13,0,0,"NW",2011,3,27
2011-04-01,37.695652173913,-5.5,10.0833333333333,1025.875,107.3,0,6,"NE",2011,4,1
2011-04-06,142.3,1.95833333333333,13.4166666666667,1016,100.14,0,2,"SE",2011,4,6
2011-04-11,20.1739130434783,-14.6666666666667,15.0833333333333,1020.5,70.61,0,0,"NW",2011,4,11
2011-04-16,86.1,-1.79166666666667,16.0833333333333,1013.83333333333,82.25,0,0,"SE",2011,4,16
2011-04-21,133.538461538462,6.625,13.0833333333333,1014.375,50.96,0,5,"NE",2011,4,21
2011-04-26,76.2916666666667,4.58333333333333,13.0833333333333,1004.5,46.49,0,1,"SE",2011,4,26
2011-05-01,68,-1.875,21.6666666666667,1009.91666666667,255.69,0,0,"NW",2011,5,1
2011-05-06,52.7916666666667,0.0416666666666667,18.25,1002.58333333333,89.85,0,0,"NW",2011,5,6
2011-05-11,104.541666666667,3.625,20.9166666666667,1006.20833333333,105.49,0,0,"NW",2011,5,11
2011-05-16,52.8333333333333,2.375,19.875,1012.41666666667,56.76,0,0,"SE",2011,5,16
2011-05-21,41.9583333333333,-1.95833333333333,18.9583333333333,1013.33333333333,73.32,0,0,"NW",2011,5,21
2011-05-26,104.090909090909,11.2916666666667,20.5416666666667,1012.29166666667,77.78,0,3,"SE",2011,5,26
2011-05-31,13.2173913043478,8.41666666666667,23.9166666666667,1002.29166666667,156.92,0,1,"NW",2011,5,31
2011-06-05,84.8333333333333,11.5833333333333,26.1666666666667,1006.375,54.98,0,0,"SE",2011,6,5
2011-06-10,115.833333333333,16.4166666666667,26.875,999.791666666667,45.6,0,2,"SE",2011,6,10
2011-06-15,147.208333333333,19.0416666666667,24.5833333333333,1002.5,42.91,0,2,"SE",2011,6,15
2011-06-20,180.125,18.0416666666667,27.2083333333333,1004.16666666667,38.43,0,0,"SE",2011,6,20
2011-06-25,33.2916666666667,14.9166666666667,25,1011.125,11.63,0,0,"NW",2011,6,25
2011-06-30,143.166666666667,22.0416666666667,25.25,1002.625,11.18,0,2,"SE",2011,6,30
2011-07-05,121.875,19.375,27.125,999.541666666667,67.5,0,0,"SE",2011,7,5
2011-07-10,82.6666666666667,19.25,27.25,1006.54166666667,21.01,0,0,"SE",2011,7,10
2011-07-15,74.25,20.875,25.125,1006,34.43,0,5,"SE",2011,7,15
2011-07-20,42.3333333333333,21.9166666666667,23.4166666666667,1002.54166666667,21.46,0,9,"SE",2011,7,20
2011-07-25,48.9583333333333,23.9583333333333,25.5416666666667,998.958333333333,6.26,0,12,"NW",2011,7,25
2011-07-30,40.875,21.9166666666667,25.875,1001.70833333333,25.03,0,23,"SE",2011,7,30
2011-08-04,104.391304347826,21.7916666666667,26.5,1004.54166666667,57.23,0,0,"SE",2011,8,4
2011-08-09,173.909090909091,24.125,27.4583333333333,1003.45833333333,27.29,0,8,"SE",2011,8,9
2011-08-14,104.208333333333,24.75,26,1001.875,60.38,0,3,"SE",2011,8,14
2011-08-19,58.3333333333333,19.9583333333333,24.875,1012.04166666667,46.05,0,0,"SE",2011,8,19
2011-08-24,105.133333333333,20,23.8333333333333,1011.83333333333,21.91,0,2,"SE",2011,8,24
2011-08-29,121.304347826087,20.25,24.25,1009.04166666667,21.47,0,0,"SE",2011,8,29
2011-09-03,84.5416666666667,19.125,23.25,1012.75,42.91,0,0,"SE",2011,9,3
2011-09-08,38.2083333333333,15.5833333333333,18.8333333333333,1012.33333333333,20.11,0,4,"NW",2011,9,8
2011-09-13,120.041666666667,17.8333333333333,20,1012.29166666667,45.62,0,0,"SE",2011,9,13
2011-09-18,21.5,2.54166666666667,14.9166666666667,1025.5,21,0,0,"NW",2011,9,18
2011-09-23,116.416666666667,10.4166666666667,18.5,1015.625,25.02,0,0,"SE",2011,9,23
2011-09-28,289.125,16.125,18.2916666666667,1014.20833333333,6.23,0,0,"CV",2011,9,28
2011-10-03,39.5384615384615,1.375,13,1026.83333333333,28.61,0,0,"NW",2011,10,3
2011-10-08,189.5,11.9166666666667,15.625,1017.875,19.68,0,0,"NW",2011,10,8
2011-10-13,100.041666666667,11.5,17.2083333333333,1011.45833333333,20.12,0,5,"NW",2011,10,13
2011-10-18,91.0833333333333,7.16666666666667,12.125,1024.16666666667,7.6,0,0,"SE",2011,10,18
2011-10-23,192.041666666667,6.79166666666667,10.4583333333333,1021.25,33.53,0,9,"NE",2011,10,23
2011-10-28,170.565217391304,3.95833333333333,9.5,1024.25,10.28,0,0,"NW",2011,10,28
2011-11-02,41.375,2.95833333333333,10.5833333333333,1027.91666666667,67.92,0,0,"NW",2011,11,2
2011-11-07,57.4583333333333,1.375,9,1027.66666666667,28.17,0,0,"NW",2011,11,7
2011-11-12,57.3333333333333,-5.95833333333333,11.0833333333333,1017.95833333333,78.66,0,0,"NW",2011,11,12
2011-11-17,121.291666666667,5.91666666666667,6.91666666666667,1020.75,24.59,0,12,"NW",2011,11,17
2011-11-22,167.208333333333,-5.91666666666667,4.125,1022.66666666667,135.44,0,0,"NW",2011,11,22
2011-11-27,225.791666666667,-3.16666666666667,2.70833333333333,1020.79166666667,25.03,0,0,"NW",2011,11,27
2011-12-02,320.625,-2.04166666666667,-1.04166666666667,1023.41666666667,8.04,7,0,"SE",2011,12,2
2011-12-07,127.583333333333,-6.91666666666667,0.916666666666667,1033.41666666667,123.83,4,0,"NW",2011,12,7
2011-12-12,48.0833333333333,-7.83333333333333,1.66666666666667,1029.625,24.15,0,0,"SE",2011,12,12
2011-12-17,106.958333333333,-17.1666666666667,-5.79166666666667,1033.54166666667,19.68,0,0,"NW",2011,12,17
2011-12-22,27.25,-17.6666666666667,-2.125,1031.95833333333,84.03,0,0,"NW",2011,12,22
2011-12-27,198.625,-10.2916666666667,-4.16666666666667,1030.91666666667,22.37,0,0,"NW",2011,12,27
2012-01-01,78.9583333333333,-14.9583333333333,-3.375,1033,47.38,0,0,"NE",2012,1,1
2012-01-06,119.5,-13.5416666666667,-5.375,1037.08333333333,34.44,0,0,"SE",2012,1,6
2012-01-11,50.9166666666667,-16.7916666666667,-5.45833333333333,1036.875,36.21,0,0,"SE",2012,1,11
2012-01-16,NA,-9.75,-4.66666666666667,1020.75,15.21,0,0,"NW",2012,1,16
2012-01-21,15.4583333333333,-25.7083333333333,-8.29166666666667,1037.25,185.5,0,0,"NE",2012,1,21
2012-01-26,109.75,-17.9166666666667,-5.54166666666667,1020.79166666667,12.52,0,0,"SE",2012,1,26
2012-01-31,76.375,-18.3333333333333,-4.83333333333333,1024.91666666667,80.01,0,0,"NE",2012,1,31
2012-02-05,127.875,-13.5833333333333,-1.875,1019,14.74,0,0,"SE",2012,2,5
2012-02-10,25.7083333333333,-20.9166666666667,-1,1028.95833333333,59.47,0,0,"NW",2012,2,10
2012-02-15,112.041666666667,-10.8333333333333,-3.25,1028.75,16.09,0,0,"NW",2012,2,15
2012-02-20,145.083333333333,-16.5,-1.08333333333333,1020.58333333333,23.25,0,0,"SE",2012,2,20
2012-02-25,22.5833333333333,-18.7916666666667,-0.708333333333333,1030.79166666667,81.34,0,0,"NW",2012,2,25
2012-03-01,253.166666666667,-3.08333333333333,0.833333333333333,1023.45833333333,12.52,0,5,"NW",2012,3,1
2012-03-06,21.25,-14.8333333333333,4.75,1015.875,177.93,0,0,"NW",2012,3,6
2012-03-11,20.9166666666667,-21.9166666666667,0.125,1032.79166666667,278.93,0,0,"NW",2012,3,11
2012-03-16,269.75,3.33333333333333,6,1013.08333333333,22.36,0,4,"SE",2012,3,16
2012-03-21,275.125,1.125,5.70833333333333,1019.95833333333,54.09,0,0,"SE",2012,3,21
2012-03-26,153.625,-3.79166666666667,9.20833333333333,1018.70833333333,11.17,0,0,"SE",2012,3,26
2012-03-31,26.5416666666667,-13.875,8.83333333333333,1019.08333333333,43.8,0,0,"NW",2012,3,31
2012-04-05,16.375,-13.25,13.6666666666667,1015.70833333333,189.09,0,0,"NW",2012,4,5
2012-04-10,63.7083333333333,8.33333333333333,17.9166666666667,1009,92.1,0,2,"SE",2012,4,10
2012-04-15,74.4583333333333,3.75,19.0416666666667,1008.08333333333,86.73,0,0,"SE",2012,4,15
2012-04-20,145.916666666667,11.6666666666667,13.375,1016.25,48.27,0,5,"SE",2012,4,20
2012-04-25,19.5416666666667,-3.08333333333333,14.4583333333333,1007.75,198.01,0,0,"NW",2012,4,25
2012-04-30,174.291666666667,11.6666666666667,15.4583333333333,1009.70833333333,33.98,0,0,"SE",2012,4,30
2012-05-05,96.2083333333333,3.83333333333333,23.5,1009.125,32.63,0,0,"SE",2012,5,5
2012-05-10,177.25,12.5833333333333,22.875,1010.83333333333,30.86,0,0,"SE",2012,5,10
2012-05-15,33.875,-2.04166666666667,20.25,1004.95833333333,116.24,0,0,"NW",2012,5,15
2012-05-20,NA,15.7083333333333,20.3333333333333,1014.04166666667,35.77,0,1,"SE",2012,5,20
2012-05-25,53.8333333333333,5.91666666666667,21.7083333333333,1009.375,25.47,0,0,"SE",2012,5,25
2012-05-30,13.5,6.25,20.9166666666667,1015.70833333333,25.03,0,0,"NW",2012,5,30
2012-06-04,114.166666666667,15.8333333333333,24.2083333333333,1004.16666666667,44.26,0,0,"SE",2012,6,4
2012-06-09,111.875,18.5833333333333,24.5,998.166666666667,62.58,0,2,"SE",2012,6,9
2012-06-14,10.0416666666667,13.125,21.875,1004,37.1,0,0,"NE",2012,6,14
2012-06-19,182.826086956522,18.6666666666667,25.5416666666667,1000.79166666667,36.66,0,4,"SE",2012,6,19
2012-06-24,163.521739130435,21.5,23.25,1002.20833333333,37.55,0,5,"SE",2012,6,24
2012-06-29,84.0434782608696,20.7083333333333,22.1666666666667,1004.58333333333,10.74,0,12,"SE",2012,6,29
2012-07-04,87.3913043478261,18.2916666666667,27.7083333333333,1000.58333333333,39.78,0,0,"SE",2012,7,4
2012-07-09,96.875,23.6666666666667,25.375,1002.04166666667,37.56,0,10,"SE",2012,7,9
2012-07-14,31.625,18.0833333333333,26.2083333333333,1003.75,16.1,0,0,"SE",2012,7,14
2012-07-19,121.958333333333,22.9166666666667,27.0833333333333,1005.58333333333,36.23,0,0,"SE",2012,7,19
2012-07-24,66.4166666666667,21.7916666666667,26.7083333333333,1008.125,32.19,0,0,"SE",2012,7,24
2012-07-29,NA,21.6666666666667,28.3333333333333,999.166666666667,49.19,0,0,"NW",2012,7,29
2012-08-03,57.1304347826087,23.25,26.5,1007.5,33.53,0,0,"SE",2012,8,3
2012-08-08,77.3333333333333,24.75,28,1005,13.87,0,2,"SE",2012,8,8
2012-08-13,25,17.7916666666667,24.5833333333333,1009.04166666667,29.06,0,4,"NW",2012,8,13
2012-08-18,180.363636363636,22.7083333333333,24.4166666666667,1006.45833333333,75.11,0,4,"SE",2012,8,18
2012-08-23,77.2083333333333,14.8333333333333,22.125,1014.5,31.3,0,0,"SE",2012,8,23
2012-08-28,84,21.25,27.0833333333333,1002.75,32.65,0,0,"SE",2012,8,28
2012-09-02,33.9583333333333,18.3333333333333,20.9583333333333,1008.29166666667,62.58,0,14,"NW",2012,9,2
2012-09-07,85.6666666666667,17.7083333333333,20.75,1015.25,23.24,0,9,"SE",2012,9,7
2012-09-12,20.4583333333333,9.45833333333333,20,1010.75,76.44,0,0,"NW",2012,9,12
2012-09-17,42.4166666666667,9.75,20.1666666666667,1013.58333333333,33.52,0,0,"NW",2012,9,17
2012-09-22,106.416666666667,15.8333333333333,21.4583333333333,1011.16666666667,10.29,0,0,"SE",2012,9,22
2012-09-27,38.5714285714286,11,15.9583333333333,1016.625,37.1,0,2,"NW",2012,9,27
2012-10-02,148.5,11.7083333333333,16.5,1014.04166666667,12.52,0,0,"SE",2012,10,2
2012-10-07,126.125,11.0833333333333,16.125,1022.79166666667,12.52,0,0,"NW",2012,10,7
2012-10-12,167.625,6,11,1014,21.36,0,0,"CV",2012,10,12
2012-10-17,22.7083333333333,-5.33333333333333,10.5,1019.58333333333,117.59,0,0,"NW",2012,10,17
2012-10-22,26.2916666666667,2.125,11.75,1017.91666666667,85.4,0,0,"NW",2012,10,22
2012-10-27,158.416666666667,3.375,15.25,1016.95833333333,76.88,0,0,"NW",2012,10,27
2012-11-01,94.9583333333333,-1.625,7.375,1019.16666666667,13.86,0,0,"SE",2012,11,1
2012-11-06,80.9583333333333,-1.20833333333333,6.16666666666667,1021.45833333333,454.62,0,0,"NW",2012,11,6
2012-11-11,11.7916666666667,-11.25,4.04166666666667,1014.91666666667,271.76,0,0,"NW",2012,11,11
2012-11-16,121.041666666667,-1.625,3.625,1021.79166666667,50.95,2,0,"NW",2012,11,16
2012-11-21,259.666666666667,-2.5,2.375,1019.16666666667,5.34,0,0,"CV",2012,11,21
2012-11-26,27.0454545454545,-15.6666666666667,2.95833333333333,1021.16666666667,100.57,0,0,"NW",2012,11,26
2012-12-01,81.375,-12.25,-5,1030.29166666667,38.01,0,0,"SE",2012,12,1
2012-12-06,70,-16.3333333333333,-6.95833333333333,1022.16666666667,6.7,0,0,"SE",2012,12,6
2012-12-11,137.041666666667,-10.875,-5.29166666666667,1032.5,12.51,0,0,"SE",2012,12,11
2012-12-16,139.875,-2.91666666666667,-1.375,1027.875,43.8,8,3,"SE",2012,12,16
2012-12-21,128,-10.5416666666667,-3.625,1029.20833333333,58.55,6,0,"NW",2012,12,21
2012-12-26,NA,-17.125,-11.5,1035.75,5.34,0,0,"CV",2012,12,26
2012-12-31,86.8333333333333,-15.9166666666667,-7.91666666666667,1018.875,17,0,0,"NW",2012,12,31
2013-01-05,66.4166666666667,-21.0833333333333,-7.58333333333333,1028.70833333333,20.56,0,0,"NE",2013,1,5
2013-01-10,242.916666666667,-13.0833333333333,-8.29166666666667,1027.70833333333,18.78,0,0,"NW",2013,1,10
2013-01-15,113.826086956522,-7.45833333333333,-4.95833333333333,1026.25,67.51,5,0,"SE",2013,1,15
2013-01-20,104.208333333333,-5.83333333333333,-2.41666666666667,1030.83333333333,14.31,8,0,"SE",2013,1,20
2013-01-25,69.4583333333333,-15.9166666666667,-7,1023.91666666667,15.65,0,0,"NW",2013,1,25
2013-01-30,278.125,-4.54166666666667,-2.95833333333333,1026.04166666667,34.45,0,0,"SE",2013,1,30
2013-02-04,42.5833333333333,-11.75,-3.16666666666667,1028.29166666667,38.9,0,0,"NW",2013,2,4
2013-02-09,190.125,-13.7916666666667,-4.83333333333333,1025.75,10.74,0,0,"SE",2013,2,9
2013-02-14,85.2608695652174,-16.9583333333333,0.375,1026.33333333333,70.18,0,0,"NE",2013,2,14
2013-02-19,30.125,-19.875,-3.125,1029.58333333333,45.59,0,0,"NW",2013,2,19
2013-02-24,340.625,-7.45833333333333,0.541666666666667,1026.08333333333,5.37,0,0,"NW",2013,2,24
2013-03-01,10.4583333333333,-23.2083333333333,0.75,1032.41666666667,232.44,0,0,"NW",2013,3,1
2013-03-06,228.652173913043,-5.20833333333333,6.125,1013,42.46,0,0,"NW",2013,3,6
2013-03-11,125.208333333333,-7.25,5.66666666666667,1019.95833333333,65.28,0,0,"SE",2013,3,11
2013-03-16,273.95652173913,-0.125,8.41666666666667,1022.45833333333,35.31,0,0,"SE",2013,3,16
2013-03-21,153.833333333333,-2.54166666666667,3.79166666666667,1011,51.41,0,0,"SE",2013,3,21
2013-03-26,195.291666666667,-2.25,7.125,1013.5,37.55,0,0,"SE",2013,3,26
2013-03-31,194.75,2.125,5.125,1019.16666666667,91.22,0,0,"SE",2013,3,31
2013-04-05,66.25,-0.875,8.54166666666667,1018,111.76,0,14,"NW",2013,4,5
2013-04-10,12,-12.125,8.75,1019.29166666667,207.86,0,0,"NW",2013,4,10
2013-04-15,68.8260869565217,-0.583333333333333,12.4166666666667,1003.25,59.01,0,0,"SE",2013,4,15
2013-04-20,76.9583333333333,-0.625,9.16666666666667,1020.875,57.21,0,0,"SE",2013,4,20
2013-04-25,13.5416666666667,-9.16666666666667,16.8333333333333,1012.70833333333,173.87,0,0,"NW",2013,4,25
2013-04-30,23.2083333333333,-9.79166666666667,20.7083333333333,1013.58333333333,110.42,0,0,"NW",2013,4,30
2013-05-05,178.791666666667,11.0416666666667,20.4166666666667,1015.91666666667,64.81,0,0,"SE",2013,5,5
2013-05-10,49.8333333333333,2.66666666666667,21.375,1001.33333333333,27.27,0,0,"NW",2013,5,10
2013-05-15,68.625,6.41666666666667,21.75,1015.58333333333,36.66,0,0,"SE",2013,5,15
2013-05-20,46.5833333333333,-2.75,21.5833333333333,1000.5,87.62,0,0,"SE",2013,5,20
2013-05-25,61.7083333333333,12.7916666666667,24.0833333333333,1010.33333333333,38.44,0,0,"SE",2013,5,25
2013-05-30,58.875,5.45833333333333,25.9166666666667,1005.79166666667,84.94,0,0,"SE",2013,5,30
2013-06-04,133.625,15.9583333333333,20.9583333333333,1011.33333333333,42.92,0,2,"SE",2013,6,4
2013-06-09,62.5416666666667,16.9166666666667,18.625,1010,69.73,0,13,"NW",2013,6,9
2013-06-14,107.208333333333,12.9583333333333,25.8333333333333,1007.83333333333,94.78,0,0,"SE",2013,6,14
2013-06-19,52.4166666666667,14.2916666666667,29.125,1002.125,9.84,0,0,"NW",2013,6,19
2013-06-24,110.458333333333,19.75,24.9166666666667,1002.04166666667,41.57,0,3,"SE",2013,6,24
2013-06-29,97.7083333333333,20.9166666666667,23.125,1003.83333333333,6.26,0,1,"SE",2013,6,29
2013-07-04,28.8333333333333,18.2083333333333,28.1666666666667,994.041666666667,25.03,0,2,"NW",2013,7,4
2013-07-09,87.9166666666667,22.7916666666667,24.3333333333333,1002.95833333333,6.26,0,8,"NE",2013,7,9
2013-07-14,88.1666666666667,21.3333333333333,26.5833333333333,1007.20833333333,61.27,0,2,"SE",2013,7,14
2013-07-19,122.5,21.25,26.5416666666667,1001.875,21.91,0,0,"SE",2013,7,19
2013-07-24,40.8333333333333,16.5,29.6666666666667,999.208333333333,44.25,0,0,"NW",2013,7,24
2013-07-29,66.3333333333333,22.0833333333333,28.5416666666667,999.583333333333,13.86,0,1,"SE",2013,7,29
