No,Year,Month,Day,Hour,PM2.5,DEWP,TEMP,PRES,CBWD,LWS,LS,LR
113,2010,1,5,16,50.00,-24.00,-11.00,1031.00,NW,3.58,0.00,0.00
114,2010,1,5,17,56.00,-23.00,-11.00,1031.00,NW,5.37,0.00,0.00
115,2010,1,5,18,59.00,-23.00,-11.00,1032.00,NW,7.16,0.00,0.00
116,2010,1,5,19,60.00,-22.00,-13.00,1033.00,NW,10.29,0.00,0.00
117,2010,1,5,20,84.00,-22.00,-12.00,1033.00,NW,13.42,0.00,0.00
118,2010,1,5,21,106.00,-24.00,-18.00,1033.00,NW,16.55,0.00,0.00
119,2010,1,5,22,66.00,-22.00,-13.00,1034.00,NW,20.57,0.00,0.00
120,2010,1,5,23,50.00,-22.00,-16.00,1033.00,NW,23.70,0.00,0.00
121,2010,1,6,0,56.00,-25.00,-17.00,1033.00,NW,26.83,0.00,0.00
122,2010,1,6,1,77.00,-25.00,-14.00,1033.00,NE,4.02,0.00,0.00
123,2010,1,6,2,50.00,-26.00,-14.00,1034.00,NE,8.04,0.00,0.00
124,2010,1,6,3,44.00,-26.00,-14.00,1033.00,NE,13.85,0.00,0.00
125,2010,1,6,4,27.00,-26.00,-14.00,1033.00,NE,17.87,0.00,0.00
126,2010,1,6,5,28.00,-26.00,-14.00,1033.00,NE,23.68,0.00,0.00
127,2010,1,6,6,21.00,-26.00,-14.00,1033.00,NE,28.60,0.00,0.00
128,2010,1,6,7,25.00,-26.00,-15.00,1034.00,NE,33.52,0.00,0.00
129,2010,1,6,8,20.00,-26.00,-14.00,1034.00,NE,39.33,0.00,0.00
130,2010,1,6,9,29.00,-25.00,-13.00,1035.00,NE,44.25,0.00,0.00
131,2010,1,6,10,34.00,-25.00,-12.00,1035.00,NE,50.06,0.00,0.00
132,2010,1,6,11,42.00,-24.00,-11.00,1035.00,NE,54.98,0.00,0.00
133,2010,1,6,12,28.00,-24.00,-10.00,1034.00,NE,59.00,0.00,0.00
134,2010,1,6,13,36.00,-22.00,-10.00,1033.00,NW,4.02,0.00,0.00
135,2010,1,6,14,48.00,-22.00,-9.00,1033.00,NW,5.81,0.00,0.00
136,2010,1,6,15,49.00,-22.00,-8.00,1033.00,CV,0.89,0.00,0.00
137,2010,1,6,16,52.00,-22.00,-8.00,1033.00,NW,1.79,0.00,0.00
138,2010,1,6,17,56.00,-21.00,-9.00,1033.00,NW,3.58,0.00,0.00
139,2010,1,6,18,96.00,-22.00,-9.00,1033.00,NW,5.37,0.00,0.00
140,2010,1,6,19,75.00,-22.00,-14.00,1034.00,CV,0.89,0.00,0.00
141,2010,1,6,20,105.00,-22.00,-12.00,1035.00,NW,1.79,0.00,0.00
142,2010,1,6,21,132.00,-21.00,-14.00,1034.00,NW,3.58,0.00,0.00
143,2010,1,6,22,93.00,-22.00,-16.00,1035.00,NW,5.37,0.00,0.00
144,2010,1,6,23,131.00,-21.00,-16.00,1035.00,NW,7.16,0.00,0.00
145,2010,1,7,0,127.00,-21.00,-16.00,1035.00,NW,8.95,0.00,0.00
146,2010,1,7,1,130.00,-21.00,-16.00,1035.00,CV,0.45,0.00,0.00
147,2010,1,7,2,43.00,-22.00,-18.00,1036.00,CV,1.34,0.00,0.00
148,2010,1,7,3,37.00,-23.00,-15.00,1036.00,NW,4.02,0.00,0.00
149,2010,1,7,4,30.00,-24.00,-16.00,1035.00,NW,7.15,0.00,0.00
150,2010,1,7,5,28.00,-25.00,-15.00,1035.00,NW,10.28,0.00,0.00
151,2010,1,7,6,24.00,-24.00,-15.00,1035.00,NW,14.30,0.00,0.00
152,2010,1,7,7,23.00,-25.00,-13.00,1036.00,NE,4.92,0.00,0.00
153,2010,1,7,8,24.00,-24.00,-14.00,1036.00,NW,4.02,0.00,0.00
154,2010,1,7,9,27.00,-23.00,-12.00,1036.00,NW,8.94,0.00,0.00
155,2010,1,7,10,40.00,-22.00,-11.00,1036.00,NW,12.96,0.00,0.00
156,2010,1,7,11,42.00,-20.00,-10.00,1036.00,NW,16.09,0.00,0.00
157,2010,1,7,12,42.00,-21.00,-9.00,1035.00,NW,19.22,0.00,0.00
158,2010,1,7,13,55.00,-21.00,-8.00,1034.00,NW,21.01,0.00,0.00
159,2010,1,7,14,52.00,-20.00,-7.00,1033.00,NW,22.80,0.00,0.00
160,2010,1,7,15,51.00,-20.00,-7.00,1032.00,NW,24.59,0.00,0.00
161,2010,1,7,16,57.00,-18.00,-8.00,1032.00,NW,26.38,0.00,0.00
162,2010,1,7,17,50.00,-19.00,-9.00,1032.00,NW,28.17,0.00,0.00
163,2010,1,7,18,54.00,-19.00,-11.00,1032.00,NE,0.89,0.00,0.00
164,2010,1,7,19,67.00,-18.00,-11.00,1033.00,NW,1.79,0.00,0.00
165,2010,1,7,20,106.00,-19.00,-15.00,1032.00,NE,1.79,0.00,0.00
166,2010,1,7,21,159.00,-19.00,-14.00,1032.00,CV,0.45,0.00,0.00
167,2010,1,7,22,198.00,-21.00,-14.00,1032.00,CV,1.34,0.00,0.00
168,2010,1,7,23,190.00,-21.00,-16.00,1032.00,CV,2.23,0.00,0.00
169,2010,1,8,0,210.00,-21.00,-17.00,1031.00,NW,1.79,0.00,0.00
170,2010,1,8,1,195.00,-19.00,-16.00,1031.00,NW,3.58,0.00,0.00
171,2010,1,8,2,275.00,-20.00,-16.00,1031.00,NE,0.89,0.00,0.00
172,2010,1,8,3,164.00,-19.00,-15.00,1030.00,SE,0.89,0.00,0.00
173,2010,1,8,4,110.00,-18.00,-15.00,1030.00,CV,0.45,0.00,0.00
174,2010,1,8,5,100.00,-18.00,-15.00,1029.00,CV,1.34,0.00,0.00
175,2010,1,8,6,81.00,-18.00,-15.00,1029.00,NW,1.79,0.00,0.00
176,2010,1,8,7,71.00,-16.00,-13.00,1029.00,NE,0.89,0.00,0.00
177,2010,1,8,8,66.00,-16.00,-12.00,1029.00,SE,0.89,0.00,0.00
178,2010,1,8,9,92.00,-16.00,-12.00,1030.00,SE,1.78,0.00,0.00
179,2010,1,8,10,135.00,-17.00,-10.00,1030.00,NE,0.89,0.00,0.00
180,2010,1,8,11,155.00,-16.00,-10.00,1029.00,CV,0.89,0.00,0.00
181,2010,1,8,12,198.00,-16.00,-9.00,1028.00,SE,3.13,0.00,0.00
182,2010,1,8,13,250.00,-15.00,-8.00,1026.00,SE,4.92,0.00,0.00
183,2010,1,8,14,200.00,-16.00,-8.00,1026.00,CV,0.89,0.00,0.00
184,2010,1,8,15,231.00,-16.00,-8.00,1025.00,CV,1.78,0.00,0.00
185,2010,1,8,16,250.00,-16.00,-8.00,1025.00,CV,2.67,0.00,0.00
186,2010,1,8,17,212.00,-17.00,-8.00,1025.00,SE,0.89,0.00,0.00
187,2010,1,8,18,219.00,-17.00,-9.00,1026.00,CV,0.45,0.00,0.00
188,2010,1,8,19,227.00,-17.00,-11.00,1026.00,CV,1.34,0.00,0.00
189,2010,1,8,20,226.00,-17.00,-12.00,1026.00,CV,1.79,0.00,0.00
190,2010,1,8,21,225.00,-18.00,-14.00,1027.00,NW,1.79,0.00,0.00
191,2010,1,8,22,168.00,-16.00,-9.00,1027.00,NW,4.92,0.00,0.00
192,2010,1,8,23,169.00,-16.00,-11.00,1027.00,NW,6.71,0.00,0.00
193,2010,1,9,0,165.00,-17.00,-13.00,1027.00,CV,0.89,0.00,0.00
194,2010,1,9,1,159.00,-17.00,-13.00,1027.00,NW,3.13,0.00,0.00
195,2010,1,9,2,167.00,-17.00,-14.00,1027.00,NW,4.92,0.00,0.00
196,2010,1,9,3,196.00,-17.00,-15.00,1027.00,NW,8.05,0.00,0.00
197,2010,1,9,4,169.00,-17.00,-13.00,1027.00,NW,9.84,0.00,0.00
198,2010,1,9,5,155.00,-19.00,-16.00,1027.00,NW,13.86,0.00,0.00
199,2010,1,9,6,119.00,-18.00,-15.00,1027.00,NW,17.88,0.00,0.00
200,2010,1,9,7,106.00,-19.00,-15.00,1027.00,NW,21.90,0.00,0.00
201,2010,1,9,8,93.00,-18.00,-14.00,1028.00,NW,25.92,0.00,0.00
202,2010,1,9,9,84.00,-18.00,-9.00,1029.00,NE,5.81,0.00,0.00
203,2010,1,9,10,73.00,-17.00,-7.00,1029.00,NE,11.62,0.00,0.00
204,2010,1,9,11,66.00,-17.00,-6.00,1030.00,NE,17.43,0.00,0.00
205,2010,1,9,12,40.00,-16.00,-6.00,1029.00,NE,23.24,0.00,0.00
206,2010,1,9,13,49.00,-16.00,-5.00,1029.00,NE,28.16,0.00,0.00
207,2010,1,9,14,50.00,-15.00,-4.00,1029.00,NE,33.08,0.00,0.00
208,2010,1,9,15,49.00,-14.00,-4.00,1028.00,NE,37.10,0.00,0.00
209,2010,1,9,16,41.00,-15.00,-4.00,1029.00,NE,38.89,0.00,0.00
210,2010,1,9,17,37.00,-15.00,-4.00,1030.00,NW,1.79,0.00,0.00
211,2010,1,9,18,45.00,-15.00,-7.00,1030.00,NE,3.13,0.00,0.00
212,2010,1,9,19,44.00,-15.00,-6.00,1031.00,NW,3.13,0.00,0.00
213,2010,1,9,20,54.00,-15.00,-7.00,1032.00,NW,4.92,0.00,0.00
214,2010,1,9,21,50.00,-15.00,-6.00,1032.00,NE,3.13,0.00,0.00
215,2010,1,9,22,47.00,-15.00,-8.00,1033.00,CV,0.45,0.00,0.00
216,2010,1,9,23,66.00,-15.00,-8.00,1033.00,CV,0.90,0.00,0.00
217,2010,1,10,0,75.00,-15.00,-11.00,1033.00,NW,0.89,0.00,0.00
218,2010,1,10,1,82.00,-17.00,-13.00,1033.00,NW,1.78,0.00,0.00
219,2010,1,10,2,66.00,-17.00,-12.00,1033.00,NW,4.91,0.00,0.00
220,2010,1,10,3,83.00,-17.00,-13.00,1033.00,NW,8.04,0.00,0.00
221,2010,1,10,4,62.00,-19.00,-14.00,1032.00,NW,9.83,0.00,0.00
222,2010,1,10,5,40.00,-18.00,-13.00,1032.00,NW,12.96,0.00,0.00
223,2010,1,10,6,23.00,-19.00,-13.00,1032.00,NW,16.09,0.00,0.00
224,2010,1,10,7,25.00,-19.00,-14.00,1033.00,NW,19.22,0.00,0.00
225,2010,1,10,8,27.00,-19.00,-14.00,1034.00,NW,22.35,0.00,0.00
226,2010,1,10,9,35.00,-17.00,-12.00,1033.00,NW,24.14,0.00,0.00
227,2010,1,10,10,50.00,-16.00,-7.00,1033.00,NE,4.02,0.00,0.00
228,2010,1,10,11,70.00,-15.00,-7.00,1033.00,NW,3.13,0.00,0.00
229,2010,1,10,12,75.00,-15.00,-7.00,1032.00,NW,6.26,0.00,0.00
230,2010,1,10,13,58.00,-14.00,-6.00,1031.00,NW,9.39,0.00,0.00
231,2010,1,10,14,70.00,-14.00,-6.00,1031.00,NW,12.52,0.00,0.00
232,2010,1,10,15,68.00,-13.00,-5.00,1030.00,NW,14.31,0.00,0.00
233,2010,1,10,16,71.00,-14.00,-5.00,1031.00,NW,16.10,0.00,0.00
234,2010,1,10,17,88.00,-14.00,-6.00,1031.00,NW,19.23,0.00,0.00
235,2010,1,10,18,84.00,-13.00,-7.00,1032.00,NW,23.25,0.00,0.00
236,2010,1,10,19,83.00,-15.00,-6.00,1032.00,NW,27.27,0.00,0.00
237,2010,1,10,20,66.00,-15.00,-6.00,1033.00,NW,30.40,0.00,0.00
238,2010,1,10,21,27.00,-15.00,-4.00,1034.00,NW,35.32,0.00,0.00
239,2010,1,10,22,24.00,-16.00,-4.00,1034.00,NW,44.26,0.00,0.00
240,2010,1,10,23,22.00,-17.00,-5.00,1035.00,NW,52.31,0.00,0.00
241,2010,1,11,0,23.00,-17.00,-6.00,1035.00,NW,60.36,0.00,0.00
242,2010,1,11,1,27.00,-17.00,-8.00,1035.00,CV,0.89,0.00,0.00
243,2010,1,11,2,23.00,-19.00,-11.00,1036.00,NW,4.02,0.00,0.00
244,2010,1,11,3,17.00,-20.00,-11.00,1036.00,NW,8.94,0.00,0.00
245,2010,1,11,4,17.00,-21.00,-11.00,1035.00,NE,4.02,0.00,0.00
246,2010,1,11,5,16.00,-22.00,-12.00,1035.00,NW,3.13,0.00,0.00
247,2010,1,11,6,16.00,-22.00,-12.00,1035.00,NE,4.92,0.00,0.00
248,2010,1,11,7,20.00,-22.00,-13.00,1036.00,NW,5.81,0.00,0.00
249,2010,1,11,8,20.00,-22.00,-9.00,1036.00,NW,13.86,0.00,0.00
250,2010,1,11,9,18.00,-22.00,-10.00,1036.00,NW,21.91,0.00,0.00
251,2010,1,11,10,25.00,-22.00,-9.00,1036.00,NW,29.06,0.00,0.00
252,2010,1,11,11,26.00,-21.00,-9.00,1036.00,NW,33.08,0.00,0.00
253,2010,1,11,12,27.00,-20.00,-6.00,1035.00,NW,42.02,0.00,0.00
254,2010,1,11,13,28.00,-19.00,-5.00,1034.00,NW,50.96,0.00,0.00
255,2010,1,11,14,15.00,-19.00,-5.00,1033.00,NW,59.01,0.00,0.00
256,2010,1,11,15,24.00,-20.00,-5.00,1033.00,NW,66.16,0.00,0.00
257,2010,1,11,16,13.00,-20.00,-5.00,1032.00,NW,71.97,0.00,0.00
258,2010,1,11,17,13.00,-20.00,-5.00,1033.00,NW,76.89,0.00,0.00
259,2010,1,11,18,13.00,-20.00,-7.00,1033.00,NW,81.81,0.00,0.00
260,2010,1,11,19,17.00,-22.00,-7.00,1033.00,NW,85.83,0.00,0.00
261,2010,1,11,20,20.00,-22.00,-8.00,1033.00,NW,89.85,0.00,0.00
262,2010,1,11,21,27.00,-23.00,-10.00,1033.00,NW,91.64,0.00,0.00
263,2010,1,11,22,20.00,-23.00,-13.00,1033.00,NW,93.43,0.00,0.00
264,2010,1,11,23,15.00,-22.00,-12.00,1032.00,CV,0.89,0.00,0.00
265,2010,1,12,0,21.00,-22.00,-15.00,1031.00,CV,1.78,0.00,0.00
266,2010,1,12,1,21.00,-22.00,-14.00,1031.00,NE,1.79,0.00,0.00
267,2010,1,12,2,37.00,-22.00,-14.00,1031.00,NW,0.89,0.00,0.00
268,2010,1,12,3,26.00,-24.00,-18.00,1030.00,NE,1.79,0.00,0.00
269,2010,1,12,4,15.00,-24.00,-13.00,1030.00,NE,3.58,0.00,0.00
270,2010,1,12,5,9.00,-25.00,-14.00,1030.00,NW,3.13,0.00,0.00
271,2010,1,12,6,11.00,-24.00,-14.00,1030.00,NW,7.15,0.00,0.00
272,2010,1,12,7,11.00,-25.00,-12.00,1030.00,NW,12.96,0.00,0.00
273,2010,1,12,8,16.00,-26.00,-14.00,1030.00,NW,16.98,0.00,0.00
274,2010,1,12,9,13.00,-25.00,-12.00,1031.00,NW,21.00,0.00,0.00
275,2010,1,12,10,15.00,-25.00,-11.00,1031.00,NW,26.81,0.00,0.00
276,2010,1,12,11,21.00,-24.00,-11.00,1030.00,NW,35.75,0.00,0.00
277,2010,1,12,12,24.00,-23.00,-11.00,1029.00,NW,47.82,0.00,0.00
278,2010,1,12,13,22.00,-22.00,-11.00,1029.00,NW,63.02,0.00,0.00
279,2010,1,12,14,22.00,-23.00,-11.00,1029.00,NW,75.98,0.00,0.00
280,2010,1,12,15,22.00,-22.00,-11.00,1029.00,NW,88.05,0.00,0.00
281,2010,1,12,16,19.00,-23.00,-11.00,1030.00,NW,101.01,0.00,0.00
282,2010,1,12,17,23.00,-24.00,-11.00,1030.00,NW,109.06,0.00,0.00
283,2010,1,12,18,25.00,-24.00,-11.00,1032.00,NW,118.00,0.00,0.00
284,2010,1,12,19,25.00,-23.00,-11.00,1032.00,NW,126.05,0.00,0.00
285,2010,1,12,20,31.00,-23.00,-12.00,1032.00,NW,134.10,0.00,0.00
286,2010,1,12,21,25.00,-24.00,-12.00,1033.00,NW,142.15,0.00,0.00
287,2010,1,12,22,22.00,-23.00,-12.00,1033.00,NW,150.20,0.00,0.00
288,2010,1,12,23,22.00,-23.00,-12.00,1034.00,NW,160.03,0.00,0.00
289,2010,1,13,0,15.00,-24.00,-12.00,1034.00,NW,169.86,0.00,0.00
290,2010,1,13,1,16.00,-24.00,-12.00,1033.00,NW,178.80,0.00,0.00
291,2010,1,13,2,11.00,-25.00,-12.00,1033.00,NW,189.98,0.00,0.00
292,2010,1,13,3,11.00,-24.00,-13.00,1033.00,NW,198.03,0.00,0.00
293,2010,1,13,4,12.00,-25.00,-12.00,1032.00,NW,205.18,0.00,0.00
294,2010,1,13,5,11.00,-25.00,-12.00,1033.00,NW,215.01,0.00,0.00
295,2010,1,13,6,12.00,-25.00,-12.00,1032.00,NW,226.19,0.00,0.00
296,2010,1,13,7,27.00,-25.00,-12.00,1032.00,NW,235.13,0.00,0.00
297,2010,1,13,8,28.00,-25.00,-12.00,1032.00,NW,243.18,0.00,0.00
298,2010,1,13,9,34.00,-23.00,-11.00,1033.00,NW,252.12,0.00,0.00
299,2010,1,13,10,33.00,-23.00,-10.00,1033.00,NW,257.93,0.00,0.00
300,2010,1,13,11,36.00,-22.00,-9.00,1033.00,NW,263.74,0.00,0.00
301,2010,1,13,12,26.00,-21.00,-8.00,1031.00,NW,270.89,0.00,0.00
302,2010,1,13,13,49.00,-21.00,-6.00,1030.00,NW,278.94,0.00,0.00
303,2010,1,13,14,52.00,-20.00,-5.00,1029.00,NW,286.99,0.00,0.00
304,2010,1,13,15,47.00,-22.00,-5.00,1028.00,NW,294.14,0.00,0.00
305,2010,1,13,16,47.00,-21.00,-5.00,1028.00,NW,299.06,0.00,0.00
306,2010,1,13,17,39.00,-19.00,-7.00,1028.00,SE,1.79,0.00,0.00
307,2010,1,13,18,59.00,-19.00,-8.00,1028.00,CV,0.45,0.00,0.00
308,2010,1,13,19,76.00,-20.00,-9.00,1028.00,CV,1.34,0.00,0.00
309,2010,1,13,20,96.00,-19.00,-10.00,1027.00,SE,1.79,0.00,0.00
